HotelName,Latitude,Longitude,TransportationModesCount,AttractionPlacesCount,Rating
The Sandals by Edwards Collection,6.2577844,80.0376566,3,4,24.6
The Sandhya,5.9769781,80.3525608,4,10,55.2
The Seascape,6.8906825,79.8797903,16,6,29.4
THE SLOW vegan hotel,5.9424455,80.4648673,3,23,25.2
The Southern Gate,5.9656641,80.3776589,3,8,26.4
The Spice House Hotel,5.9414213,80.468594,3,21,56.4
The Spice Trail,6.9733734,79.9192578,3,0,68.8
The Steuart by Citrus,6.9341189,79.8432404,17,46,88
The Suite 262,7.2326035,79.8418859,2,9,50.4
The Surfer Surf Camps Sri Lanka,5.9698653,80.4467986,3,14,78
The Surflanka Resort,5.9611906,80.3982349,2,12,25.2
The Swiss Residence Kandy,7.2968052,80.630084,13,34,64
The Tamarind Tree Hotel,7.1811673,79.916872,3,1,64
The Thick Forest,7.962889,80.766583,1,11,48
The Thinnai,9.6871126,80.0262061,3,6,68.8
The Villa,6.8411357,79.8799868,4,10,27.6
The Villa Bentota by KK Collection,6.4144124,79.9990048,7,13,54
The Villa by Contemporary Ceylon,6.6600856,79.9280929,1,2,57.6
The Villa Green Inn,7.2436962,79.8931503,0,1,54
The Villa In Lavinia | ?????????? ????,6.8444346,79.8635137,4,7,51.6
The Villas Wadduwa,6.6755035,79.9224528,2,4,70.4
THE WAVES - UNAWATUNA,6.0089463,80.2446215,3,16,28.2
Thejan Beach Cabanas,6.3818599,80.0095975,2,3,48
Theresa Inn,9.6641103,80.0285292,5,15,44.4
Theva Residency,7.276025,80.6356387,12,13,56.4
Thilaka City Hotel,8.3227471,80.4086178,10,2,50.4
Thilanka Hotel - Kandy,7.2912101,80.6461791,12,38,84
Thilhara Days Inn,6.9223883,79.8538679,25,60,57.6
Third Eye - Weligama,5.9823187,80.4453121,2,10,52.8
Thirumalai Park,8.6889735,81.1866608,0,2,48
This Is It Guest House and Restaurant,7.2277032,79.8795394,0,1,27
Thisara Holiday Luxury Villas,7.2237473,79.8469562,2,11,24.6
Thisara Resort Kataragama & Yala Safari,6.423841,81.3134431,1,2,40.8
Thompukandam Village Resort,7.3211532,81.8578225,0,3,49.2
Thotupola Lakeside,6.781749,79.91212,21,4,42
Thotupola Residence,7.290712,80.608553,4,5,48
Three Gables Boutique Villa,5.9395156,80.4882431,3,12,29.4
Tilko Jaffna City Hotel,9.665612,80.010391,3,14,60.8
Tinara River Inn,5.9766054,80.4366674,3,13,27.6
Tinaya Treats,7.8771839,80.6504745,5,2,44.4
Tintagel Colombo,6.9149752,79.8699875,24,31,73.6
Tisara Villas,6.0003568,80.311794,3,11,49.2
Toddy by Hoppa,6.0088312,80.2447344,3,16,49.2
Tony's Garden House inn,9.6597413,80.0278055,4,15,52.8
Topaz Beach Hotel,7.2390359,79.8416202,1,7,59.2
Tranquil Negombo,7.2441618,79.8539473,2,6,50.4
Tranquil Villa,6.9369263,79.9713437,1,0,25.8
Travellers Halt Hotel,6.69107,80.403511,3,2,42
Treatooo Hotel,7.7173161,81.7036543,8,11,46.8
Tree Breeze Inn,7.29534,80.62431,13,27,46.8
Tree House Holiday Home,8.3211412,80.3867269,4,6,25.2
Tri Koggala by Amaya,6.0007143,80.341423,2,12,56.4
Trillium Boutique City Hotel - Colombo,6.8958256,79.8693865,20,23,48
Trinco Absaras,8.5873993,81.2255793,2,4,20.4
Trinco Blu by Cinnamon,8.6178505,81.2175392,0,4,88
Trinco Lagoon,8.5769214,81.2183609,2,5,50.4
Trinco Star Cabana,8.6160904,81.2156622,0,4,28.2
Trincomalee Beach Resort & Spa,8.598052,81.2219314,1,3,59.2
Triple O Six,5.9408442,80.4692336,4,20,51.6
Tropi Turtle Guesthouse,5.9364748,80.5230827,3,9,21.6
Tropical Life Resort & Spa Dambulla,7.8437309,80.6394882,0,3,70.4
Tropicana Home Stay,6.8462645,81.8307748,0,11,26.4
Tsunami beach hotel,6.8463092,81.8316872,0,11,24.6
Tsuyoshi Residencies,6.8355498,79.8860962,3,5,48
Tuk Tuk Bay,6.0040963,80.7660969,1,10,27.6
Turtle Eco Beach,5.9368261,80.5148145,3,9,50.4
Turtle Paradise villa & Sea food restaurant,6.3405473,80.0258695,3,1,28.8
Turyaa,6.6281213,79.9405051,1,4,92
Turyaa Kalutara,6.6281213,79.9405051,1,4,92
Twenty-Two Weligambay,6.8839307,79.8606646,18,16,
U Bay Guest & Restaurant,8.614312,81.2172005,0,4,26.4
ud garden hotel,6.4120637,81.3366111,3,2,46.8
Udawatta Kele (UK) Forest Lodge,7.2915053,80.6468018,12,38,27
UDF Nature Villa,7.3246382,80.6569957,5,3,24
Uga Bay,6.9196916,79.8474164,23,54,20.4
Uga Jungle Beach,8.7711648,81.1362279,0,1,92
Uga Residence,6.9172222,79.8581972,23,47,73.6
Uga Ulagalla,8.205926,80.545063,0,1,76
Umaya Holiday Home,8.3239595,80.3755856,3,4,52.8
Una Sewana Holiday Resort,8.0669457,81.0824808,0,0,24
Unawatuna Nor Lanka Hotel,6.0113095,80.2491393,3,19,55.2
unawatuna Sea View beach resort,6.0081057,80.2436523,3,16,51.6
Unawatuna Sun Set Point Hotel,6.0090258,80.2402141,3,14,28.2
Unawatuna Villa Gaetano,6.026651,80.254995,5,7,56.4
UnawatunaBackpackersLodge,6.0127734,80.247605,3,17,27
Unbound Hostel Waligama,5.9696301,80.4478648,2,13,23.4
Unique Towers Luxury Boutique Suites & Apartments,6.9183339,79.8604755,25,46,51.6
Uppermost Villa - Galle,6.0353346,80.2739505,0,2,42
Uppuveli Beach House,8.6073124,81.2184428,1,6,21
Urchin Unawatuna,6.008163,80.2531048,1,16,29.4
US Hotel & Restaurant,9.6612676,80.0253506,4,17,76
Vaana Resort,8.0403573,80.7606027,1,3,51.6
Vaaya Hotel Negombo,7.2714736,79.8438981,2,6,43.2
Valampuri Hotel,9.6645029,80.0214783,5,16,80
Valampuri Kite Resort,8.2487011,79.7579129,1,4,50.4
Vanina Villas,5.939464,80.568156,2,4,57.6
Vasuki Guest House,7.9192763,81.5619749,1,3,49.2
Vayu Sri Lanka,9.0807762,79.6990203,0,0,68.8
Vendol Maliga Edge,7.2922453,80.6486917,10,37,46.8
Vendol Sky Resort,7.2939541,80.6290667,13,33,51.6
Venue,6.920678,79.856311,25,49,70.4
Verse Collective,5.9634728,80.6997146,2,5,65.6
Vibration Hotel,6.126773,80.106734,17,14,62.4
Victoria Villa,7.2345715,79.8751348,0,1,22.8
View 360 Hotel,7.3076167,80.6405924,9,34,50.4
Villa 14 Bolgoda,6.7528576,79.9194295,18,1,51.6
Villa 2 Residence,6.8309374,79.8634394,5,6,48
Villa 234,6.070302,80.165704,12,6,51.6
Villa 26,6.0537541,80.2100897,14,6,22.2
Villa 2B1,5.9723245,80.427049,3,13,56.4
"VILLA 386, Balapitiya, Sri Lanka",6.2933413,80.0402462,3,10,28.2
Villa 46,6.1159021,80.1192999,16,13,25.8
Villa 468,6.1275129,80.1049628,15,14,57.6
Villa 49,7.2876274,80.6485118,11,34,52.8
Villa 700 by Amaya,6.3831,80.009465,2,3,27
Villa 80,6.4184054,80.0064661,7,13,51.6
villa 92,7.2917984,80.6314384,12,35,50.4
Villa Amma Erna,6.0310667,80.2561732,5,5,50.4
Villa Ananthaya,7.2129816,79.8685092,5,2,45.6
Villa Aroshina,6.0429465,80.2091432,17,25,25.8
Villa Atulya At Ocean's Edge,5.9378671,80.4742889,3,15,57.6
Villa Ayura,6.0257006,80.2178363,9,35,27.6
Villa Blue Ocean,6.1282073,80.104124,15,14,28.8
Villa Bounty,6.0041798,80.2590232,2,14,24.6
Villa Capers,6.9150322,79.8830131,20,9,50.4
Villa Ceylon,7.2044549,79.8975587,3,0,45.6
Villa DeLorenta,8.3182262,80.3992492,8,2,51.6
Villa Dineha,6.1315194,80.1032148,15,14,57.6
Villa Dominikku,7.214771,79.8601462,3,5,55.2
Villa Ferola,5.935893,80.5212614,3,8,27.6
Villa Forest View,7.3069775,80.6405171,10,35,28.8
Villa Goodwill Paradise,6.1234985,80.1152375,15,12,28.2
Villa Grand Kandana,7.0510046,79.8973833,4,3,50.4
Villa Hiriketiya,5.9641309,80.7072196,2,3,25.2
Villa Hotel,6.6600856,79.9280929,1,2,56.4
Villa Jayananda,5.9647982,80.6971953,2,5,22.2
Villa Jurassic park,6.1889778,80.0667386,19,1,52.8
Villa LUXEZ,7.3989483,81.8318959,1,0,55.2
Villa Malinsa,6.7255993,79.9295481,0,0,24.6
Villa Ocean Dew,6.064279,80.1731347,12,4,51.6
Villa Ocean View,6.654816,79.9315436,2,1,57.6
Villa One64,6.107156,80.125062,18,10,28.8
Villa Red Lobster,6.1357758,80.1014578,16,13,55.2
Villa Republic Bentota,6.4282316,79.9982039,7,17,55.2
Villa S?rya Bolgoda Lake,6.7781335,79.9049734,22,3,24.6
Villa Sarakkuwa,7.1121759,79.8441564,1,0,50.4
Villa Sea Breeze,7.110103,79.8431069,1,0,26.4
Villa Serendipity,5.9891614,80.346355,4,15,25.8
Villa Setha Wadi,8.2356077,79.7440089,0,2,55.2
Villa Seven Panadura,6.7370579,79.907862,2,2,24.6
Villa Shade,7.2328051,79.8703402,1,1,52.8
Villa Shanthi,6.1289892,80.1111495,17,15,28.8
Villa Sunbird,7.3069321,79.8377057,2,0,24.6
Villa Surf Beach,6.0328033,80.2388828,6,12,50.4
Villa Tangalle Lagoon,6.0283711,80.7961866,8,3,50.4
Villa Taprobane,7.2657741,79.8465667,3,7,55.2
Villa Tara,6.1354631,80.1023077,15,14,24
Villa Thawthisa The Boutique Hotel,6.0111445,80.2411267,3,14,62.4
Villa Thotupola,6.3140669,80.0290353,4,5,25.8
Villa Tissa Beach Resort,5.9599179,80.4040185,2,12,21.6
Villa Upper Dickson,6.036632,80.2189003,11,35,25.8
Villa Velmarie and Ayurveda Resort,6.5039074,79.9788378,2,1,25.2
Villa Viana,7.424281,79.8137405,0,2,45.6
Villa Vidura,6.0428374,80.2305081,6,9,50.4
Villa Wambatu,6.0142429,80.2729552,2,6,27.6
Villa Waterlily,6.0377443,80.2480818,5,5,45.6
Villa White,6.8513656,79.8799074,11,9,46.8
Villa White Dome,6.0363636,80.2349929,6,11,29.4
Villa@69,6.3617726,80.0147976,2,6,45.6
Village Headman's Bungalow,6.3815484,80.0283999,2,1,26.4
"Village Star Rest ,Mirissa",5.9421423,80.4667552,3,23,28.2
VillaWatuna,6.0103667,80.2443053,3,14,52.8
Villu Villa,8.3153128,80.4241059,3,0,45.6
Vinrich Lake Resort,6.7604385,79.9300511,20,1,84
Vista House Kandy,7.2634117,80.6184614,5,4,28.8
"Vivanta Colombo, Airport Garden",7.1434185,79.8695012,9,4,84
Viyana Boutique Hotel,7.2897617,80.6461587,12,37,51.6
Volanro Resort,6.8898764,80.1479557,3,2,46.8
Voulez-vous,5.964214,80.6978374,2,5,30
VUBU,5.9362424,80.5229735,3,9,54
W15 Escape,5.9701638,80.3702253,3,8,48
W15 Hanthana Estate,7.2495846,80.63208,0,1,56.4
W15 Weligama,5.9733784,80.4375986,3,13,67.2
Wadduwa Beach Villas,6.6709338,79.9234236,2,4,64
Walauwa The Villa Ahungalla,6.3144287,80.0313069,4,6,27
Walawwa Guest House,7.4381374,80.6140492,3,2,25.2
Wallawwa,7.1320498,79.927906,2,0,70.4
Warahena Beach Hotel,6.3990973,80.0053053,5,3,49.2
Wasala Nature Resort,7.0240299,80.0898767,0,0,68.8
Wasana Nature Resort & Restaurant,7.0380201,79.8877315,4,1,65.6
WATER EDGE HOTEL ARUGAMBAY,6.84146,81.832451,0,11,46.8
Water Garden Sigiriya,7.9928879,80.7458877,1,1,76.8
Water Gate Resort & Spa,6.0093124,80.2401375,3,14,27
Water Lily Hotel,6.4573722,79.9859924,8,9,43.2
Waterfront Homestay,8.3165495,80.4074426,8,0,28.8
Waterland,7.2711375,79.8490494,2,6,52.8
Waterside Hotel,6.430845,80.007116,7,11,26.4
Wattura Resort and Spa,7.2901257,79.8406902,2,1,54
WAVE BEACH RESORT UNAWATUNA,6.007922,80.243821,3,16,65.6
Wavelength Hotel Mirissa,5.94579,80.4550605,3,22,45.6
WB Villa,5.9948104,80.2887953,2,10,50.4
Welcombe Hotel,8.570033,81.215834,1,3,40.8
Weligama Bay Marriott Resort & Spa,5.972906,80.4389922,3,13,92
Weligama Bay Resort,5.9727963,80.440135,3,14,68.8
Weligama Bay View Hotel Surf Point,5.9731949,80.4369114,3,13,24.6
Weligama Beach,5.9721935,80.4302752,3,14,26.4
Weligama Ocean Breeze,5.973366,80.436048,3,14,52.8
Werala Beach Resort,8.2151462,79.7102369,0,2,51.6
West Inn Colombo / Budget Hotel,6.8840938,79.8769374,19,9,48
Western Hotel,6.8841393,79.8554767,16,15,40.8
Whisky Point Resort,6.9058802,81.8432619,0,6,73.6
Whispering Palms Hotel,6.3839206,80.0091476,3,3,48
White House hotel,6.9491307,79.8724842,12,13,24.6
White House Hotel Mirissa,5.947555,80.4608595,3,22,28.8
White Palace B&B And Banquet Hall,7.1926984,79.8540967,6,6,45.6
White Palace Kossinna,6.9972155,79.9481685,1,1,25.2
White Rose Beach Resort,7.3909478,79.8219995,0,1,49.2
White Sand Beach Nilaveli,8.6804723,81.2006988,0,2,23.4
White Villa Airport Transit Hotel,7.1974447,79.9053264,3,0,26.4
White Villa Resort & Restaurant,6.3139402,80.0290853,4,5,67.2
White Wall Hotel,7.0877755,80.1450857,0,1,23.4
Whitepearl Beach,6.1130556,80.1222222,17,13,25.2
Why House,6.0071301,80.2665047,2,7,56.4
Wild Grass Nature Resort,7.9047811,80.7246641,0,0,52.8
Wild Wadi Wilpattu,8.2667433,79.8695467,0,0,27
Will Win Park - Anuradhapura,8.3641232,80.4180808,5,4,51.6
Wilpattu House,8.2673415,79.8680735,0,0,22.2
Wilpattu Nature Resort,8.2875992,79.8439205,0,0,54
Wilpattu Safari Camp,8.303146,80.144654,0,1,28.2
Wilpattu Teal Cottage,8.2440089,80.1536355,1,0,43.2
Wilpattu Tree House Hotel,8.3047504,80.1469275,0,1,50.4
Wimal's Resort & Restaurant,6.0100719,80.2495564,3,19,49.2
Wind Blend Kite Resort,8.1369695,79.7110595,0,0,26.4
Windmill Beach Villa and Hotel,7.2407912,79.8440549,2,7,48
"Windy Waves, Kite Surfing Beach Resort & Restaurant",8.2252269,79.7239259,0,4,28.2
Wirdana Resort & Spa,6.072681,80.1746955,9,4,54
Wonder Hotel Colombo,6.9124559,79.849564,20,37,65.6
Yaarl Holiday Inn,9.6608378,80.024287,4,17,34.8
Yaarl Hostels,9.6697033,80.0110188,3,14,49.2
Yal's Town Inn Hotel & Restaurant,9.6699644,80.0128923,3,15,23.4
Yaluwa Hostel & Deli,5.9660049,80.3779677,3,7,29.4
Yara Galle Fort,6.0288167,80.2154447,10,35,54
Yarl Mercury Inn,9.6595874,80.0265038,4,16,24
Yarl Pardy Residency,9.6738407,80.0232857,5,16,46.8
Yasuri Hotel,5.9730273,80.4318005,4,14,43.2
Yathra Houseboat by Jetwing,6.4098477,80.0232491,3,3,52.8
YMCA,6.9137741,79.8523275,20,42,27.6
Yoho Lavinia Loft,6.8408461,79.8646181,5,5,22.8
Yoho Milkyway Holiday Resort,6.02188,80.2552058,4,7,27.6
Yoho New colombo guest,6.8527103,79.8791053,11,7,21.6
Yoho Settle Inn Tourist Lodge,7.2874272,80.6485681,11,34,24.6
Yoho White Villa,6.8513656,79.8799074,11,9,46.8
YoYo Hostel Negombo,7.1380574,79.8728894,9,4,57.6
Ypsylon Tourist Resort,6.4548006,79.97808,7,6,48
Yuhibuhi Forest Resort,7.5956646,81.4584149,0,0,51.6
Yula Beach,6.1248739,80.1094513,16,14,49.2
YULU SEVENTY SEVEN RESORT,8.3160326,80.4112255,8,0,50.4
Zapo Villa,6.2967168,80.0384353,3,9,25.2
"Zephyr Talalla - Villa, Restaurant & Bar",5.9477516,80.6266373,0,3,55.2
Ziegler Cottage,7.1346664,79.8350677,0,1,54
zimmer rest,6.0112564,80.2475893,3,17,25.8
Zum Deutschen,6.4040035,80.0058883,5,7,27.6
Zylan Luxury Villa,6.9142333,79.8740544,24,21,68.8
